rated,created_at,turns,victory_status,winner,start_time,increment_time,white_id,black_id,white_rating,black_rating,spread,opening_name,opening_ply,white_rank,black_rank,avg_rating,avg_rank
TRUE,1.48E+12,23,mate,white,15,15,mcdaman,qweret,1414,1500,-86,Owen Defense,2,Class C,Class C,1457,Class C
FALSE,1.48E+12,78,outoftime,black,10,0,azer21,mcdaman,1453,1414,39,Queen's Pawn Game,3,Class C,Class C,1434,Class C
FALSE,1.48E+12,39,resign,black,10,0,mcdaman,cilentano002,1414,1651,-237,Ruy Lopez,6,Class C,Class B,1533,Class C
FALSE,1.48E+12,104,mate,black,15,5,vathanan,mcdaman,1477,1414,63,King's Pawn Game,3,Class C,Class C,1446,Class C
FALSE,1.48E+12,67,mate,white,15,5,mcdaman,carviribolis,1414,1500,-86,King's Pawn Game,4,Class C,Class C,1457,Class C
FALSE,1.48E+12,26,mate,black,15,5,carviribolis,mcdaman,1500,1414,86,Bishop's Opening,4,Class C,Class C,1457,Class C
FALSE,1.48E+12,13,resign,black,15,5,mcdaman,giul,1414,1452,-38,King's Gambit Declined,4,Class C,Class C,1433,Class C
FALSE,1.48E+12,123,mate,white,10,0,verybro,mcdaman,1500,1414,86,Four Knights Game,8,Class C,Class C,1457,Class C
FALSE,1.48E+12,21,resign,white,10,0,rafaelvmartinez,mcdaman,1500,1414,86,Four Knights Game,7,Class C,Class C,1457,Class C
FALSE,1.48E+12,28,outoftime,black,10,0,mcdaman,mjt348,1414,1591,-177,French Defense,3,Class C,Class C,1503,Class C
FALSE,1.48E+12,119,resign,white,10,0,rosich,mcdaman,1787,1414,373,Three Knights Opening,5,Class B,Class C,1601,Class B
FALSE,1.48E+12,44,resign,black,10,0,mcdaman,rosich,1414,1787,-373,King's Gambit,5,Class C,Class B,1601,Class B
FALSE,1.48E+12,93,resign,white,10,0,alfachess,mcdaman,1097,1414,-317,King's Knight Opening,4,Novice,Class C,1256,Class D
FALSE,1.48E+12,51,resign,white,10,8,mcdaman,decibelzerg,1414,1500,-86,English Opening,4,Class C,Class C,1457,Class C
FALSE,1.48E+12,28,draw,draw,10,8,decibelzerg,mcdaman,1500,1414,86,King's Gambit Declined,4,Class C,Class C,1457,Class C
FALSE,1.48E+12,41,resign,white,10,8,mcdaman,decibelzerg,1414,1500,-86,Dutch Defense,3,Class C,Class C,1457,Class C
FALSE,1.48E+12,20,resign,black,25,15,mcdaman,aabmuslim,1414,1500,-86,English Opening,2,Class C,Class C,1457,Class C
FALSE,1.48E+12,30,draw,draw,15,10,songhopur,mcdaman,1500,1414,86,King's Pawn Game,4,Class C,Class C,1457,Class C
TRUE,1.48E+12,102,outoftime,black,10,0,mcdaman,columbo1976,1426,1461,-35,King's Pawn Game,4,Class C,Class C,1444,Class C
TRUE,1.48E+12,74,resign,white,15,10,croyd,mcdaman,1635,1432,203,Russian Game,5,Class B,Class C,1534,Class C
TRUE,1.48E+12,16,mate,black,15,0,y_d,mcdaman,1570,1414,156,Queen's Gambit Declined,4,Class C,Class C,1492,Class C
FALSE,1.48E+12,42,resign,black,10,0,tkhands,sleepez,1500,2026,-526,Queen's Gambit Declined,4,Class C,Expert,1763,Class B
TRUE,1.48E+12,62,resign,black,5,5,sleepez,marbo,2045,1750,295,Nimzowitsch Defense,3,Expert,Class B,1898,Class A
FALSE,1.48E+12,111,resign,white,9,2,sleepez,isaharris,2045,1768,277,Ruy Lopez,6,Expert,Class B,1907,Class A
FALSE,1.48E+12,64,resign,white,5,5,sleepez,ardomina,2045,1500,545,Ruy Lopez,6,Expert,Class C,1773,Class B
FALSE,1.47E+12,116,outoftime,black,15,0,sleepez,premg,2045,1500,545,Philidor Defense,4,Expert,Class C,1773,Class B
FALSE,1.47E+12,66,resign,black,10,0,sleepez,jlap45,2045,2062,-17,French Defense,5,Expert,Expert,2054,Expert
FALSE,1.47E+12,19,outoftime,white,10,0,sleepez,sarazony,2045,1435,610,French Defense,3,Expert,Class C,1740,Class B
FALSE,1.47E+12,79,outoftime,white,10,0,sleepez,abusadiq67,2045,1500,545,Pirc Defense,5,Expert,Class C,1773,Class B
FALSE,1.50E+12,77,resign,white,5,5,carlosperez,lextop,1500,1270,230,Scandinavian Defense,4,Class C,Class D,1385,Class D
FALSE,1.50E+12,120,resign,white,5,8,cfvjujy,lextop,1539,1270,269,Zukertort Opening,3,Class C,Class D,1405,Class C
FALSE,1.50E+12,34,resign,black,10,5,storm28rus,lextop,1500,1270,230,Scandinavian Defense,2,Class C,Class D,1385,Class D
FALSE,1.50E+12,27,mate,white,5,8,khaled500,lextop,1500,1270,230,Scandinavian Defense,4,Class C,Class D,1385,Class D
FALSE,1.50E+12,29,mate,white,10,0,lextop,jirou93,1270,1523,-253,Sicilian Defense,3,Class D,Class C,1397,Class D
FALSE,1.50E+12,41,resign,white,5,6,st4nislav,lextop,1399,1270,129,Scandinavian Defense,2,Class D,Class D,1335,Class D
TRUE,1.50E+12,28,resign,black,5,5,lextop,fgf1967,1274,1569,-295,Center Game,7,Class D,Class C,1422,Class C
FALSE,1.50E+12,64,mate,black,5,8,megdospassos,lextop,1500,1274,226,Queen's Gambit Accepted,4,Class C,Class D,1387,Class D
TRUE,1.50E+12,24,resign,black,5,8,lextop,volkano,1278,1568,-290,Scandinavian Defense,4,Class D,Class C,1423,Class C
TRUE,1.50E+12,87,mate,white,5,8,medanky64,lextop,1390,1286,104,Scandinavian Defense,2,Class D,Class D,1338,Class D
FALSE,1.50E+12,51,outoftime,white,10,5,lextop,mahdyan,1286,1426,-140,Nimzowitsch Defense,5,Class D,Class C,1356,Class D
TRUE,1.50E+12,67,resign,white,15,0,shage,lextop,1312,1298,14,Nimzo-Larsen Attack,2,Class D,Class D,1305,Class D
TRUE,1.50E+12,48,resign,black,5,8,lextop,verzini,1305,1462,-157,King's Pawn Game,3,Class D,Class C,1384,Class D
FALSE,1.50E+12,36,resign,black,3,15,lextop,benjaweiner,1305,1396,-91,Queen's Pawn Game,2,Class D,Class D,1351,Class D
FALSE,1.50E+12,12,resign,black,5,8,lextop,calso,1305,1521,-216,King's Pawn Game,2,Class D,Class C,1413,Class C
TRUE,1.50E+12,112,mate,black,5,8,civata,lextop,1483,1287,196,Scandinavian Defense,4,Class C,Class D,1385,Class D
TRUE,1.50E+12,115,mate,white,3,8,shahundlu,lextop,1500,1292,208,Reti Opening,2,Class C,Class D,1396,Class D
TRUE,1.50E+12,76,mate,black,5,8,ego1947,lextop,1500,1272,228,Queen's Pawn Game,3,Class C,Class D,1386,Class D
TRUE,1.50E+12,29,mate,white,5,5,lextop,esteban1961,1253,1471,-218,French Defense,6,Class D,Class C,1362,Class D
TRUE,1.50E+12,77,resign,white,8,8,ehsan_master,lextop,1323,1263,60,Zukertort Opening,2,Class D,Class D,1293,Class D
TRUE,1.50E+12,46,resign,white,5,8,zagadochnik,lextop,1417,1271,146,Blackmar-Diemer Gambit,6,Class C,Class D,1344,Class D
FALSE,1.47E+12,55,mate,white,180,0,krishchennai93,sud3457,1808,1191,617,Van't Kruijs Opening,1,Class A,Novice,1500,Class C
FALSE,1.47E+12,65,mate,white,180,0,krishchennai93,sud3457,1808,1191,617,Van't Kruijs Opening,1,Class A,Novice,1500,Class C
FALSE,1.47E+12,144,mate,black,180,0,krishchennai93,sud3457,1808,1191,617,Scandinavian Defense,2,Class A,Novice,1500,Class C
FALSE,1.47E+12,51,mate,white,10,0,krishchennai93,dlbrecken,1808,1500,308,Scotch Game,5,Class A,Class C,1654,Class B
FALSE,1.47E+12,37,mate,white,10,0,krishchennai93,katun,1808,1410,398,Philidor Defense,6,Class A,Class C,1609,Class B
FALSE,1.47E+12,36,mate,black,10,0,yalda_b,krishchennai93,1500,1808,-308,Van't Kruijs Opening,1,Class C,Class A,1654,Class B
FALSE,1.47E+12,28,resign,white,15,0,krishchennai93,rex91,1808,1500,308,Italian Game,6,Class A,Class C,1654,Class B
FALSE,1.47E+12,72,mate,black,10,0,sud3457,krishchennai93,1191,1808,-617,Van't Kruijs Opening,1,Novice,Class A,1500,Class C
FALSE,1.47E+12,99,mate,white,10,0,krishchennai93,sud3457,1808,1191,617,Yusupov-Rubinstein System,5,Class A,Novice,1500,Class C
FALSE,1.47E+12,59,resign,white,15,0,dello321,krishchennai93,1500,1808,-308,French Defense,3,Class C,Class A,1654,Class B
TRUE,1.47E+12,53,resign,white,10,0,krishchennai93,boscan,1791,1983,-192,Pirc Defense,9,Class B,Class A,1887,Class A
TRUE,1.47E+12,34,resign,black,10,0,fantom2003,krishchennai93,1437,1786,-349,Queen's Pawn Game,4,Class C,Class B,1612,Class B
TRUE,1.47E+12,45,outoftime,white,15,0,krishchennai93,m0nte,1782,1417,365,Italian Game,6,Class B,Class C,1600,Class B
TRUE,1.47E+12,17,resign,white,15,0,krishchennai93,buyankhuu,1766,1709,57,King's Pawn Game,4,Class B,Class B,1738,Class B
TRUE,1.47E+12,34,resign,black,15,0,kingamith,krishchennai93,1500,1758,-258,Sicilian Defense,4,Class C,Class B,1629,Class B
TRUE,1.47E+12,32,mate,black,15,0,cosqun588,krishchennai93,1777,1736,41,French Defense,3,Class B,Class B,1757,Class B
TRUE,1.47E+12,35,mate,white,15,0,krishchennai93,cosqun588,1710,1790,-80,King's Pawn Game,4,Class B,Class B,1750,Class B
TRUE,1.47E+12,42,resign,black,15,0,cosqun588,krishchennai93,1805,1680,125,French Defense,2,Class A,Class B,1743,Class B
TRUE,1.47E+12,55,mate,white,15,0,krishchennai93,albaner71,1641,1959,-318,Scandinavian Defense,4,Class B,Class A,1800,Class A
TRUE,1.47E+12,43,resign,white,15,0,krishchennai93,soloturk0658,1586,1654,-68,French Defense,3,Class C,Class B,1620,Class B
FALSE,1.47E+12,2,outoftime,black,15,0,fdutka,krishchennai93,1500,1586,-86,King's Pawn Game,2,Class C,Class C,1543,Class C
TRUE,1.47E+12,38,resign,black,15,0,deev7,krishchennai93,1457,1567,-110,Sicilian Defense,2,Class C,Class C,1512,Class C
FALSE,1.47E+12,60,mate,black,15,0,krishchennai93,yosi_ptmbf,1567,1500,67,Sicilian Defense,2,Class C,Class C,1534,Class C
FALSE,1.47E+12,37,outoftime,white,20,0,rider70,krishchennai93,1645,1567,78,Philidor Defense,5,Class B,Class C,1606,Class B
TRUE,1.46E+12,39,mate,white,10,0,cinta,zeropsykoge,2274,1350,924,Rat Defense,4,CM,Class D,1812,Class A
TRUE,1.46E+12,10,resign,black,10,3,zeropsykoge,nilsenvivar,1406,1655,-249,Queen's Pawn Game,4,Class C,Class B,1531,Class C
TRUE,1.47E+12,58,mate,black,5,15,padrejbo,weskin,1998,1963,35,Queen's Gambit Declined,6,Class A,Class A,1981,Class A
TRUE,1.47E+12,43,resign,white,15,8,weskin,kreso87,1894,1961,-67,English Opening,2,Class A,Class A,1928,Class A
TRUE,1.47E+12,103,resign,white,15,8,kreso87,weskin,1923,1967,-44,Indian Game,8,Class A,Class A,1945,Class A
TRUE,1.46E+12,59,resign,white,5,8,weskin,nik1367,1886,1862,24,English Opening,3,Class A,Class A,1874,Class A
FALSE,1.47E+12,146,mate,black,40,2,poseidon126,rememberthemaine123,1505,1743,-238,Italian Game,7,Class C,Class B,1624,Class B
FALSE,1.47E+12,84,resign,black,40,2,rememberthemaine123,poseidon126,1743,1505,238,Sicilian Defense,4,Class B,Class C,1624,Class B
TRUE,1.50E+12,77,resign,white,15,5,henderbj,chess_rat,1994,1886,108,Queen's Indian Defense,8,Class A,Class A,1940,Class A
TRUE,1.50E+12,37,resign,white,6,10,hamed481,chess_rat,2014,1893,121,Queen's Indian Defense,8,Expert,Class A,1954,Class A
TRUE,1.47E+12,25,mate,white,10,0,aubb,blokh1n,1748,1216,532,English Opening,2,Class B,Class D,1482,Class C
TRUE,1.47E+12,81,mate,white,10,5,pjs624,blokh1n,1087,1233,-146,Zukertort Opening,3,Novice,Class D,1160,Novice
TRUE,1.47E+12,38,mate,black,10,3,blokh1n,elro,1244,1297,-53,King's Pawn Game,4,Class D,Class D,1271,Class D
TRUE,1.47E+12,43,resign,white,10,3,blokh1n,asa123,1218,1841,-623,Scotch Game,8,Class D,Class A,1530,Class C
TRUE,1.47E+12,47,resign,white,7,5,bicerim,blokh1n,1662,1220,442,Elephant Gambit,4,Class B,Class D,1441,Class C
TRUE,1.47E+12,27,resign,white,10,5,isuckatchess96,blokh1n,1405,1227,178,Queen's Pawn Game,3,Class C,Class D,1316,Class D
FALSE,1.47E+12,41,outoftime,white,15,0,blokh1n,josesig,1227,1500,-273,French Defense,3,Class D,Class C,1364,Class D
TRUE,1.47E+12,40,resign,white,10,5,plaisted,blokh1n,1652,1229,423,Scandinavian Defense,4,Class B,Class D,1441,Class C
TRUE,1.47E+12,61,resign,white,10,0,podrisas,blokh1n,1431,1235,196,Robatsch (Modern) Defense,4,Class C,Class D,1333,Class D
TRUE,1.47E+12,71,mate,white,10,5,blokh1n,matheusaugusto,1222,1240,-18,Caro-Kann Defense,2,Class D,Class D,1231,Class D
TRUE,1.47E+12,101,outoftime,white,10,5,blokh1n,gabriell2l,1183,1413,-230,Philidor Defense,5,Novice,Class C,1298,Class D
TRUE,1.47E+12,2,outoftime,black,10,5,shibikoko,blokh1n,1392,1183,209,Queen's Pawn Game,2,Class D,Novice,1288,Class D
TRUE,1.47E+12,68,resign,black,20,0,majidmir,blokh1n,1500,1160,340,Owen Defense,2,Class C,Novice,1330,Class D
TRUE,1.47E+12,49,resign,white,10,0,anrietta,blokh1n,1427,1165,262,Sicilian Defense,3,Class C,Novice,1296,Class D
TRUE,1.47E+12,77,resign,white,10,5,baron-1977,blokh1n,1382,1170,212,Nimzowitsch Defense,5,Class D,Novice,1276,Class D
TRUE,1.47E+12,93,resign,white,15,10,torrereinanegra,blokh1n,1359,1177,182,Scandinavian Defense,2,Class D,Novice,1268,Class D
TRUE,1.47E+12,23,resign,black,10,5,ancestorturk,blokh1n,1286,1160,126,Scandinavian Defense,2,Class D,Novice,1223,Class D
TRUE,1.47E+12,104,draw,draw,10,5,blokh1n,alk850411,1160,1164,-4,Scandinavian Defense,2,Novice,Novice,1162,Novice
TRUE,1.47E+12,44,resign,white,10,5,blokh1n,isuckatchess96,1140,1346,-206,King's Pawn Game,4,Novice,Class D,1243,Class D
TRUE,1.47E+12,77,resign,white,10,5,jackdouxx,blokh1n,1451,1144,307,Modern Defense,2,Class C,Novice,1298,Class D
TRUE,1.47E+12,72,mate,black,10,5,blokh1n,jackdouxx,1148,1447,-299,Nimzo-Larsen Attack,1,Novice,Class C,1298,Class D
TRUE,1.47E+12,36,resign,white,10,5,jackdouxx,blokh1n,1443,1152,291,Caro-Kann Defense,2,Class C,Novice,1298,Class D
TRUE,1.47E+12,70,resign,black,10,5,blokh1n,jackdouxx,1156,1440,-284,Gunderam Defense,4,Novice,Class C,1298,Class D
TRUE,1.47E+12,15,resign,white,10,5,smklassen0977,blokh1n,1328,1163,165,Queen's Pawn Game,3,Class D,Novice,1246,Class D
TRUE,1.47E+12,32,mate,black,10,5,blokh1n,pyromaniac115,1145,1428,-283,Queen's Pawn Game,7,Novice,Class C,1287,Class D
TRUE,1.47E+12,58,mate,black,10,3,blokh1n,juro1,1154,1240,-86,Caro-Kann Defense,5,Novice,Class D,1197,Novice
TRUE,1.47E+12,28,resign,white,10,3,patotof,blokh1n,1441,1158,283,Owen Defense,2,Class C,Novice,1300,Class D
TRUE,1.47E+12,61,outoftime,white,10,3,blokh1n,fripounet,1150,1004,146,King's Pawn Game,4,Novice,Novice,1077,Novice
TRUE,1.47E+12,19,resign,black,8,5,blokh1n,fcb1202,1157,1348,-191,Nimzowitsch Defense,5,Novice,Class D,1253,Class D
TRUE,1.47E+12,23,resign,white,8,5,fcb1202,blokh1n,1342,1163,179,Modern Defense,2,Class D,Novice,1253,Class D
TRUE,1.47E+12,116,mate,black,8,5,blokh1n,twoandahalf,1173,1247,-74,King's Pawn Game,3,Novice,Class D,1210,Class D
TRUE,1.47E+12,37,mate,white,8,5,ahmet_c,blokh1n,1426,1178,248,Caro-Kann Defense,6,Class C,Novice,1302,Class D
TRUE,1.47E+12,53,resign,white,8,5,lukas24,blokh1n,1397,1183,214,Modern Defense,2,Class D,Novice,1290,Class D
TRUE,1.47E+12,104,mate,black,8,5,blokh1n,lukas24,1189,1391,-202,Nimzo-Larsen Attack,1,Novice,Class D,1290,Class D
TRUE,1.47E+12,25,resign,white,8,5,btbtho11,blokh1n,1434,1195,239,Robatsch (Modern) Defense,4,Class C,Novice,1315,Class D
TRUE,1.47E+12,33,resign,black,8,5,blokh1n,parobeta,1201,1389,-188,Sicilian Defense,5,Class D,Class D,1295,Class D
TRUE,1.47E+12,93,mate,white,8,5,thommygun,blokh1n,1298,1198,100,Nimzowitsch Defense,2,Class D,Novice,1248,Class D
TRUE,1.47E+12,121,mate,white,8,5,williamho_2,blokh1n,1477,1203,274,Alekhine Defense,2,Class C,Class D,1340,Class D
TRUE,1.47E+12,56,mate,black,8,5,blokh1n,xandinho,1208,1421,-213,Sicilian Defense,8,Class D,Class C,1315,Class D
TRUE,1.47E+12,32,resign,black,8,5,blokh1n,kenanchess,1214,1448,-234,Van't Kruijs Opening,1,Class D,Class C,1331,Class D
TRUE,1.47E+12,95,mate,white,8,5,kenanchess,blokh1n,1443,1219,224,Modern Defense,2,Class C,Class D,1331,Class D
FALSE,1.46E+12,65,resign,white,5,5,maximillian_08,gabrr82,2076,1831,245,Semi-Slav Defense,10,Expert,Class A,1954,Class A
FALSE,1.46E+12,75,resign,black,15,0,drmoeller,maximillian_08,2119,2076,43,Trompowsky Attack,3,Expert,Expert,2098,Expert
FALSE,1.46E+12,100,resign,black,15,0,maximillian_08,drmoeller,2076,2119,-43,English Opening,4,Expert,Expert,2098,Expert
FALSE,1.46E+12,70,resign,black,15,0,drmoeller,maximillian_08,2119,2076,43,Sicilian Defense,4,Expert,Expert,2098,Expert
FALSE,1.46E+12,60,mate,black,15,0,maximillian_08,drmoeller,2076,2119,-43,English Opening,4,Expert,Expert,2098,Expert
FALSE,1.46E+12,93,resign,white,15,0,drmoeller,maximillian_08,2119,2076,43,Sicilian Defense,4,Expert,Expert,2098,Expert
FALSE,1.46E+12,56,mate,black,15,0,maximillian_08,rex123,2076,1992,84,Reti Opening,4,Expert,Class A,2034,Expert
FALSE,1.46E+12,97,resign,black,15,0,rex123,maximillian_08,1992,2076,-84,Bird Opening,2,Class A,Expert,2034,Expert
FALSE,1.46E+12,36,draw,draw,15,0,yusiko,maximillian_08,1908,2076,-168,Sicilian Defense,3,Class A,Expert,1992,Class A
FALSE,1.46E+12,73,outoftime,white,15,0,maximillian_08,padisa,2076,1893,183,Slav Defense,8,Expert,Class A,1985,Class A
FALSE,1.46E+12,25,resign,white,15,0,xdvictorsousa,maximillian_08,1879,2076,-197,Bird Opening,1,Class A,Expert,1978,Class A
TRUE,1.46E+12,84,outoftime,black,15,0,boro-i-ramiz,maximillian_08,2106,2031,75,Queen's Pawn Game,4,Expert,Expert,2069,Expert
TRUE,1.46E+12,98,draw,draw,15,0,maximillian_08,grafalex,2029,2047,-18,English Opening,4,Expert,Expert,2038,Expert
TRUE,1.46E+12,68,resign,black,20,7,maximillian_08,shamliq,2082,1970,112,Zukertort Opening,2,Expert,Class A,2026,Expert
FALSE,1.46E+12,64,mate,black,9,2,maximillian_08,nekedisjo,2082,1988,94,Zukertort Opening,2,Expert,Class A,2035,Expert
FALSE,1.46E+12,133,draw,draw,10,8,saidou1,maximillian_08,1851,2082,-231,Sicilian Defense,10,Class A,Expert,1967,Class A
TRUE,1.46E+12,159,resign,white,12,10,maximillian_08,libano06,2040,1983,57,Zukertort Opening,2,Expert,Class A,2012,Expert
TRUE,1.46E+12,11,outoftime,white,10,10,maximillian_08,georgpoltevskoy,1978,2004,-26,Zukertort Opening,2,Class A,Expert,1991,Class A
FALSE,1.46E+12,22,resign,black,5,6,maximillian_08,boojmehrani,1978,1979,-1,Scandinavian Defense,6,Class A,Class A,1979,Class A
TRUE,1.46E+12,75,resign,white,60,0,maximillian_08,gt112,1916,1887,29,Reti Opening,3,Class A,Class A,1902,Class A
TRUE,1.46E+12,81,resign,white,60,0,gt112,maximillian_08,1874,2020,-146,Queen's Gambit Refused,8,Class A,Expert,1947,Class A
FALSE,1.46E+12,52,mate,black,9,3,maximillian_08,restyrona30201598,2020,2027,-7,Reti Opening,4,Expert,Expert,2024,Expert
FALSE,1.46E+12,40,mate,black,30,5,alexsandr1985-13,maximillian_08,1904,2020,-116,Sicilian Defense,4,Class A,Expert,1962,Class A
FALSE,1.46E+12,62,resign,black,15,8,shamliq,maximillian_08,1935,2020,-85,Paleface Attack,3,Class A,Expert,1978,Class A
FALSE,1.46E+12,35,resign,white,15,8,maximillian_08,vladimirzozulya1500,2020,1938,82,English Opening,4,Expert,Class A,1979,Class A
FALSE,1.46E+12,52,resign,black,15,8,vladimirzozulya1500,maximillian_08,1938,2020,-82,Sicilian Defense,5,Class A,Expert,1979,Class A
FALSE,1.46E+12,67,resign,white,15,8,maximillian_08,vladimirzozulya1500,2020,1938,82,Reti Opening,4,Expert,Class A,1979,Class A
FALSE,1.46E+12,48,resign,black,15,8,vladimirzozulya1500,maximillian_08,1938,2020,-82,Sicilian Defense,9,Class A,Expert,1979,Class A
FALSE,1.46E+12,38,resign,black,15,8,maximillian_08,vladimirzozulya1500,2020,1938,82,Reti Opening,3,Expert,Class A,1979,Class A
FALSE,1.46E+12,75,resign,white,15,10,maximillian_08,ali43,2020,1985,35,Zukertort Opening,2,Expert,Class A,2003,Expert
FALSE,1.46E+12,65,resign,white,25,30,mick17,maximillian_08,2147,2020,127,Sicilian Defense,5,Expert,Expert,2084,Expert
FALSE,1.46E+12,32,resign,white,12,10,maximillian_08,squavallo,2020,2160,-140,Semi-Slav Defense,9,Expert,Expert,2090,Expert
FALSE,1.46E+12,41,resign,white,12,10,squavallo,maximillian_08,2160,2020,140,English Opening,2,Expert,Expert,2090,Expert
TRUE,1.46E+12,57,mate,white,20,0,maximillian_08,aayalac,1950,1835,115,English Opening,5,Class A,Class A,1893,Class A
TRUE,1.50E+12,40,resign,white,15,15,arthuryaschenko,mrtx,1514,1672,-158,Yusupov-Rubinstein System,5,Class C,Class B,1593,Class C
TRUE,1.50E+12,74,resign,black,10,0,mrtx,blueroja,1687,1557,130,Italian Game,6,Class B,Class C,1622,Class B
TRUE,1.50E+12,51,mate,white,10,0,mrtx,repedone,1684,1394,290,Italian Game,6,Class B,Class D,1539,Class C
TRUE,1.50E+12,68,resign,black,10,0,mrtx,soupe_salade,1687,1993,-306,Italian Game,11,Class B,Class A,1840,Class A
TRUE,1.50E+12,38,resign,black,10,0,donatman,mrtx,1280,1685,-405,Caro-Kann Defense,7,Class D,Class B,1483,Class C
TRUE,1.50E+12,90,resign,black,15,15,tavakolg,mrtx,1780,1671,109,Sicilian Defense,8,Class B,Class B,1726,Class B
TRUE,1.50E+12,99,draw,draw,15,15,italiaclassica92,mrtx,1614,1673,-59,Sicilian Defense,9,Class B,Class B,1644,Class B
TRUE,1.50E+12,53,resign,black,10,0,mrtx,namreh21,1680,1799,-119,Sicilian Defense,4,Class B,Class B,1740,Class B
TRUE,1.50E+12,113,outoftime,white,10,0,liri,mrtx,1748,1689,59,Sicilian Defense,3,Class B,Class B,1719,Class B
TRUE,1.50E+12,57,resign,black,10,0,mrtx,iluas05,1700,1684,16,Four Knights Game,7,Class B,Class B,1692,Class B
TRUE,1.50E+12,54,resign,black,10,0,mrtx,uguzzone,1713,1658,55,Italian Game,9,Class B,Class B,1686,Class B
TRUE,1.50E+12,65,mate,white,10,0,mrtx,v_oliv,1699,1812,-113,French Defense,5,Class B,Class A,1756,Class B
TRUE,1.50E+12,25,resign,black,10,0,mrtx,akhenaton,1706,1839,-133,Russian Game,5,Class B,Class A,1773,Class B
TRUE,1.50E+12,114,draw,draw,10,0,mrtx,alkarta,1705,1709,-4,Italian Game,9,Class B,Class B,1707,Class B
TRUE,1.50E+12,72,draw,draw,10,0,benallal,mrtx,1893,1700,193,Slav Defense,8,Class A,Class B,1797,Class B
TRUE,1.50E+12,59,mate,white,10,0,elpescador98,mrtx,1718,1711,7,Nimzo-Indian Defense,6,Class B,Class B,1715,Class B
TRUE,1.50E+12,45,resign,white,10,0,mrtx,hac2803,1700,1714,-14,Italian Game,9,Class B,Class B,1707,Class B
TRUE,1.50E+12,10,resign,black,10,0,misiek1909,mrtx,1651,1690,-39,Sicilian Defense,3,Class B,Class B,1671,Class B
TRUE,1.50E+12,49,resign,white,10,0,mrtx,misiek1909,1680,1661,19,Scandinavian Defense,4,Class B,Class B,1671,Class B
TRUE,1.50E+12,115,resign,white,10,0,mrtx,manuelk676,1673,1510,163,Italian Game,9,Class B,Class C,1592,Class C
TRUE,1.50E+12,45,resign,white,10,0,ajp,mrtx,1645,1686,-41,Nimzo-Indian Defense,5,Class B,Class B,1666,Class B
TRUE,1.50E+12,46,resign,black,10,0,mjkv90,mrtx,1573,1678,-105,Sicilian Defense,2,Class C,Class B,1626,Class B
TRUE,1.50E+12,62,resign,black,10,0,mrtx,granrob,1688,1716,-28,Slav Defense,5,Class B,Class B,1702,Class B
TRUE,1.50E+12,64,mate,black,10,0,mrtx,granrob,1699,1706,-7,Italian Game,6,Class B,Class B,1703,Class B
TRUE,1.50E+12,36,resign,black,10,0,lonshott,mrtx,1598,1703,-105,Sicilian Defense,3,Class C,Class B,1651,Class B
TRUE,1.50E+12,81,resign,white,10,0,mrtx,gmisaias,1692,1682,10,Sicilian Defense,11,Class B,Class B,1687,Class B
TRUE,1.50E+12,46,mate,black,10,0,janan6991,mrtx,1524,1686,-162,Sicilian Defense,8,Class C,Class B,1605,Class B
TRUE,1.50E+12,34,resign,black,10,0,abdelkadeer,mrtx,1753,1672,81,Sicilian Defense,3,Class B,Class B,1713,Class B
TRUE,1.50E+12,113,mate,white,10,0,mrtx,jarocho,1661,1653,8,Giuoco Piano,6,Class B,Class B,1657,Class B
TRUE,1.50E+12,92,resign,black,10,0,flamethrower,mrtx,1364,1657,-293,Sicilian Defense,5,Class D,Class B,1511,Class C
TRUE,1.50E+12,53,resign,white,10,0,mrtx,bake99,1640,1881,-241,Queen's Gambit Declined,4,Class B,Class A,1761,Class B
TRUE,1.50E+12,68,mate,black,10,0,asimshn,mrtx,1624,1629,-5,Nimzo-Indian Defense,6,Class B,Class B,1627,Class B
TRUE,1.50E+12,100,outoftime,black,10,0,mrtx,guber1962,1641,1619,22,Pirc Defense,3,Class B,Class B,1630,Class B
FALSE,1.46E+12,69,draw,draw,8,0,evan_h1234,maximfilms,1328,1500,-172,Alekhine Defense,4,Class D,Class C,1414,Class C
FALSE,1.46E+12,27,resign,white,8,0,evan_h1234,wolt95,1328,1500,-172,Three Knights Opening,5,Class D,Class C,1414,Class C
TRUE,1.46E+12,27,resign,white,10,0,berke_uyar,evan_h1234,1767,1330,437,Sicilian Defense,5,Class B,Class D,1549,Class C
TRUE,1.46E+12,15,mate,white,10,0,unmesh77,evan_h1234,2000,1331,669,Nimzowitsch Defense,4,Expert,Class D,1666,Class B
TRUE,1.46E+12,46,resign,black,10,0,evan_h1234,snovapampa,1331,2043,-712,French Defense,3,Class D,Expert,1687,Class B
TRUE,1.46E+12,60,mate,black,10,0,evan_h1234,chesscoach,1331,2209,-878,Modern Defense,2,Class D,CM,1770,Class B
TRUE,1.46E+12,24,resign,black,10,0,evan_h1234,spallaxx,1332,2043,-711,Sicilian Defense,4,Class D,Expert,1688,Class B
TRUE,1.46E+12,67,outoftime,white,10,0,reneesh,evan_h1234,1709,1334,375,Sicilian Defense,5,Class B,Class D,1522,Class C
FALSE,1.46E+12,37,resign,white,10,0,titou38,evan_h1234,1500,1334,166,Center Game,3,Class C,Class D,1417,Class C
